Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,154.5,162.0,154.0,160.60000610351562,84.36457824707031,3853174
2010-01-05,162.3000030517578,164.60000610351562,160.10000610351562,162.10000610351562,85.15252685546875,2557410
2010-01-06,162.8000030517578,163.6999969482422,158.0,159.10000610351562,83.57659912109375,1165440
2010-01-07,159.3000030517578,163.8000030517578,158.0,161.25,84.70601654052734,1426659
2010-01-08,162.0,166.60000610351562,160.8000030517578,163.8000030517578,86.04557037353516,3266863
2010-01-11,164.0,168.4499969482422,163.5500030517578,167.60000610351562,88.041748046875,2073218
2010-01-12,168.0,168.89999389648438,162.0500030517578,164.4499969482422,86.38699340820312,2109118
2010-01-13,163.0,167.5500030517578,161.5,166.39999389648438,87.4113540649414,1009437
2010-01-14,167.10000610351562,167.6999969482422,162.8000030517578,164.14999389648438,86.22941589355469,682505
2010-01-15,164.0,171.6999969482422,164.0,169.3000030517578,88.93473815917969,3137300
2010-01-18,169.89999389648438,174.6999969482422,165.60000610351562,173.6999969482422,91.24610137939453,2636227
2010-01-19,174.1999969482422,177.3000030517578,170.0,170.64999389648438,89.64392852783203,1910209
2010-01-20,170.5,175.0,169.4499969482422,170.5500030517578,89.59137725830078,1332105
2010-01-21,170.5500030517578,171.60000610351562,162.35000610351562,163.85000610351562,86.07181549072266,972075
2010-01-22,162.0,165.75,153.75,163.3000030517578,85.78289794921875,2187285
2010-01-25,160.10000610351562,163.85000610351562,157.5,158.9499969482422,83.497802734375,865676
2010-01-27,157.39999389648438,159.60000610351562,150.0,151.0500030517578,79.34786987304688,780540
2010-01-28,152.9499969482422,155.39999389648438,149.10000610351562,150.0,78.79629516601562,957908
2010-01-29,148.0,153.0,144.5500030517578,152.0,79.8469009399414,1209088
2010-02-01,151.10000610351562,156.8000030517578,150.0500030517578,155.5,81.68549346923828,824012
2010-02-02,156.39999389648438,158.0,149.3000030517578,150.10000610351562,78.84883117675781,863850
2010-02-03,152.5,154.4499969482422,151.10000610351562,152.64999389648438,80.18836212158203,482292
2010-02-04,152.0,155.25,149.5500030517578,150.1999969482422,78.90132904052734,610479
2010-02-05,147.0,147.4499969482422,144.0,144.5500030517578,75.9333724975586,419401
2010-02-08,147.1999969482422,148.5,145.0,146.8000030517578,77.11531066894531,377758
2010-02-09,146.39999389648438,152.39999389648438,146.39999389648438,151.35000610351562,79.50544738769531,601620
2010-02-10,154.0,156.5500030517578,151.64999389648438,152.60000610351562,80.162109375,1178760
2010-02-11,154.1999969482422,155.0,152.8000030517578,153.8000030517578,80.79248809814453,364175
2010-02-15,153.5,154.9499969482422,149.14999389648438,150.1999969482422,78.90132904052734,496676
2010-02-16,150.6999969482422,151.8000030517578,149.60000610351562,151.35000610351562,79.50544738769531,273714
2010-02-17,153.0,154.8000030517578,151.6999969482422,152.60000610351562,80.162109375,370680
2010-02-18,151.25,154.8000030517578,151.25,153.6999969482422,80.73993682861328,430523
2010-02-19,152.10000610351562,154.75,151.0500030517578,153.64999389648438,80.71368408203125,688762
2010-02-22,154.5,155.0,152.89999389648438,153.5500030517578,80.66114807128906,383759
2010-02-23,153.5500030517578,156.3000030517578,153.0,155.0500030517578,81.44910430908203,581912
2010-02-24,155.0,157.4499969482422,153.75,155.5500030517578,81.71177673339844,744373
2010-02-25,157.0,159.89999389648438,155.14999389648438,157.75,82.867431640625,1775647
2010-02-26,162.0,168.5,154.3000030517578,156.75,82.34212493896484,1166867
2010-03-02,157.5,157.9499969482422,154.10000610351562,156.39999389648438,82.15824890136719,437941
2010-03-03,156.0,162.35000610351562,156.0,161.10000610351562,84.6272201538086,864155
2010-03-04,162.85000610351562,163.10000610351562,159.10000610351562,161.5,84.83734130859375,611341
2010-03-05,162.89999389648438,164.39999389648438,160.60000610351562,163.4499969482422,85.86170196533203,566556
2010-03-08,164.5,165.89999389648438,161.35000610351562,162.14999389648438,85.17880249023438,429419
2010-03-09,162.60000610351562,162.60000610351562,159.0,159.75,83.91805267333984,278981
2010-03-10,159.3000030517578,162.1999969482422,159.0,160.1999969482422,84.15445709228516,288892
2010-03-11,160.1999969482422,161.35000610351562,159.3000030517578,160.35000610351562,84.23322296142578,232146
2010-03-12,161.9499969482422,163.0,159.5,161.3000030517578,84.73228454589844,372919
2010-03-15,161.5,162.0,158.0,158.9499969482422,84.0186767578125,308833
2010-03-16,160.0,160.0,155.3000030517578,156.4499969482422,82.69721221923828,441348
2010-03-17,158.8000030517578,161.5500030517578,157.5,159.5,84.30941009521484,918099
2010-03-18,161.0,161.0,157.5500030517578,158.85000610351562,83.96585083007812,367211
