Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,129.5500030517578,131.3249969482422,128.0500030517578,130.22500610351562,101.26654052734375,512406
2010-01-05,131.52499389648438,135.89999389648438,129.5500030517578,132.0,102.6468276977539,1040386
2010-01-06,133.0,133.875,130.125,130.77499389648438,101.6942138671875,416756
2010-01-07,131.0,131.5,128.0,129.02499389648438,100.3333740234375,259604
2010-01-08,130.14999389648438,130.14999389648438,126.05000305175781,126.6500015258789,98.48650360107422,244514
2010-01-11,127.07499694824219,131.39999389648438,126.75,128.72500610351562,100.10009002685547,345558
2010-01-12,129.9250030517578,133.0,128.10000610351562,129.9250030517578,101.03324127197266,807484
2010-01-13,129.5,143.39999389648438,128.0,141.47500610351562,110.01483917236328,3143690
2010-01-14,143.5,148.22500610351562,142.25,143.47500610351562,111.57012176513672,2598050
2010-01-15,143.4499969482422,157.75,141.02499389648438,153.14999389648438,119.09364318847656,4164802
2010-01-18,151.89999389648438,164.0,148.625,161.8249969482422,125.83956146240234,4953184
2010-01-19,163.9499969482422,165.89999389648438,155.14999389648438,157.0749969482422,122.14582061767578,2509210
2010-01-20,156.0500030517578,158.0,150.0500030517578,151.1750030517578,117.55783081054688,1283204
2010-01-21,149.4499969482422,159.0,146.1999969482422,152.8000030517578,118.82147979736328,2375354
2010-01-22,150.0,152.4499969482422,142.5,147.375,114.60282897949219,1392166
2010-01-25,147.5,151.5,144.8000030517578,145.97500610351562,113.51415252685547,726462
2010-01-27,145.8000030517578,147.4499969482422,132.5,134.1999969482422,104.35758972167969,621436
2010-01-28,135.5,138.5,131.02499389648438,133.52499389648438,103.83271026611328,510958
2010-01-29,132.0,138.39999389648438,122.80000305175781,136.22500610351562,105.93229675292969,1230648
2010-02-01,135.9499969482422,144.4499969482422,133.22500610351562,142.10000610351562,110.50086212158203,1313850
2010-02-02,144.1999969482422,149.3000030517578,137.625,138.89999389648438,108.012451171875,1332204
2010-02-03,140.39999389648438,142.0,136.4250030517578,140.8249969482422,109.5093765258789,685128
2010-02-04,140.0500030517578,144.5,135.5500030517578,136.52499389648438,106.16558074951172,713420
2010-02-05,133.89999389648438,134.0,128.0,132.4250030517578,102.9773178100586,574784
2010-02-08,133.0500030517578,134.5,129.5,131.39999389648438,102.18024444580078,423360
2010-02-09,131.0,137.52499389648438,130.1750030517578,136.5,106.14614868164062,905376
2010-02-10,137.60000610351562,142.89999389648438,137.5,138.35000610351562,107.58476257324219,1932264
2010-02-11,140.0,140.9499969482422,135.6999969482422,139.125,108.18742370605469,527352
2010-02-15,138.3000030517578,141.0,135.5500030517578,136.6750030517578,106.2822494506836,315366
2010-02-16,138.14999389648438,138.14999389648438,133.1999969482422,134.85000610351562,104.86307525634766,443904
2010-02-17,136.89999389648438,139.0,135.25,136.9499969482422,106.49607849121094,441166
2010-02-18,137.25,138.75,134.5,135.125,105.076904296875,270258
2010-02-19,130.0749969482422,135.25,130.0749969482422,131.9250030517578,102.5885009765625,252226
2010-02-22,133.77499389648438,135.89999389648438,128.6999969482422,129.5749969482422,100.76107788085938,252976
2010-02-23,128.5,132.0,128.25,128.875,100.21672821044922,199580
2010-02-24,127.94999694824219,137.5,125.05000305175781,135.875,105.66012573242188,910466
2010-02-25,136.5,136.8249969482422,132.5,133.72500610351562,103.98822021484375,514254
2010-02-26,133.5,136.6999969482422,133.5,134.8249969482422,104.84361267089844,391806
2010-03-02,136.5,141.375,134.6750030517578,138.89999389648438,108.012451171875,660040
2010-03-03,141.0,143.14999389648438,139.0,140.0749969482422,108.92615509033203,615482
2010-03-04,140.0,142.25,138.77499389648438,139.60000610351562,108.55680847167969,263314
2010-03-05,140.47500610351562,142.3000030517578,139.0500030517578,139.72500610351562,108.65399932861328,242022
2010-03-08,140.5,143.75,140.375,141.375,109.93707275390625,356680
2010-03-09,142.0,149.75,139.35000610351562,146.125,113.63081359863281,1520562
2010-03-10,147.5,152.0,146.5,147.22500610351562,114.48619842529297,2090550
2010-03-11,148.14999389648438,148.64999389648438,142.625,144.52499389648438,112.38661193847656,619132
2010-03-12,145.0,148.3249969482422,143.3249969482422,144.0500030517578,112.0172348022461,510716
2010-03-15,143.35000610351562,143.85000610351562,140.0500030517578,140.72500610351562,109.4316177368164,249260
2010-03-16,141.0,144.22500610351562,141.0,143.14999389648438,111.3173599243164,381448
2010-03-17,143.25,154.72500610351562,143.0,153.3249969482422,119.22972869873047,2848652
2010-03-18,154.6999969482422,158.8249969482422,153.0,156.89999389648438,122.00973510742188,2422512
2010-03-19,156.5,160.4499969482422,153.64999389648438,157.0,122.08750915527344,1302094
2010-03-22,153.8249969482422,157.85000610351562,152.5,156.0,121.30986785888672,546794
2010-03-23,157.89999389648438,170.5,156.5,168.3000030517578,130.87469482421875,3295826
2010-03-25,171.0,173.6999969482422,164.35000610351562,165.5749969482422,128.75564575195312,2034302
2010-03-26,166.3000030517578,170.6999969482422,163.0,166.60000610351562,129.55271911621094,1539940
2010-03-29,166.35000610351562,167.39999389648438,158.02499389648438,159.125,123.73995971679688,601580
2010-03-30,159.6999969482422,166.25,159.5,161.52499389648438,125.60626220703125,854430
2010-03-31,162.5,164.6999969482422,158.5749969482422,159.97500610351562,124.40097045898438,459308
2010-04-01,161.5,165.25,160.6999969482422,164.1750030517578,127.6669692993164,748500
2010-04-05,164.35000610351562,164.89999389648438,161.5,162.25,126.1700439453125,339832
2010-04-06,163.39999389648438,163.39999389648438,159.0749969482422,159.875,124.32318115234375,383854
2010-04-07,160.25,168.4499969482422,159.4250030517578,165.27499389648438,128.52235412597656,1546266
2010-04-08,164.02499389648438,166.85000610351562,162.85000610351562,163.97500610351562,127.51145935058594,392220
2010-04-09,164.1999969482422,167.0,160.0500030517578,162.27499389648438,126.18949127197266,275010
2010-04-12,163.5,166.5,162.27499389648438,163.4499969482422,127.10319519042969,366780
2010-04-13,164.0,166.0,162.0,162.8249969482422,126.61719512939453,282058
2010-04-15,164.0,168.875,161.64999389648438,162.9499969482422,126.71440124511719,775062
2010-04-16,164.0,164.875,160.75,162.35000610351562,126.2478256225586,237872
2010-04-19,160.0,161.5,158.5500030517578,159.5,124.03158569335938,231036
2010-04-20,161.0,162.5,160.0,161.0749969482422,125.25630187988281,162954
2010-04-21,162.1999969482422,164.10000610351562,161.10000610351562,161.75,125.7812271118164,171472
2010-04-22,159.5,166.625,159.5,163.10000610351562,126.83103942871094,522706
2010-04-23,163.9250030517578,164.5,162.0,162.72500610351562,126.53941345214844,151062
2010-04-26,163.6999969482422,166.0,162.5,162.9499969482422,126.71440124511719,236612
2010-04-27,162.5,164.0749969482422,162.0,162.10000610351562,126.05342102050781,90648
2010-04-28,161.0,161.5,156.0,156.77499389648438,121.91252899169922,149756
2010-04-29,157.6999969482422,161.5,157.6999969482422,160.4499969482422,124.77032470703125,170326
2010-04-30,161.5,163.14999389648438,158.75,159.22500610351562,123.8177261352539,155412
2010-05-03,157.5,157.5,146.52499389648438,147.75,114.89445495605469,711052
2010-05-04,148.4250030517578,151.0,142.5,143.4250030517578,111.53121185302734,369422
2010-05-05,137.5,147.4250030517578,135.0,145.6750030517578,113.28087615966797,525712
2010-05-06,146.375,146.64999389648438,142.35000610351562,144.0,111.97835540771484,159456
2010-05-07,140.0,142.39999389648438,138.5,139.375,108.38182067871094,139420
2010-05-10,140.6999969482422,145.0,140.6999969482422,143.0500030517578,111.2396011352539,179478
2010-05-11,143.5500030517578,143.89999389648438,138.25,139.625,108.57623291015625,124968
2010-05-12,140.39999389648438,141.5,136.60000610351562,137.9499969482422,107.27369689941406,99402
2010-05-13,139.0,140.39999389648438,137.1750030517578,137.5749969482422,106.98209381103516,105234
2010-05-14,138.0,145.0,136.5,138.3249969482422,107.56532287597656,341740
2010-05-17,135.9499969482422,137.75,134.0749969482422,137.3000030517578,106.76824188232422,120928
2010-05-18,136.0,138.85000610351562,136.0,137.72500610351562,107.09873962402344,86220
2010-05-19,135.0500030517578,137.5,128.25,128.8249969482422,100.17784881591797,236378
2010-05-20,129.0,132.0,127.5999984741211,128.14999389648438,99.65296173095703,123482
2010-05-21,122.57499694824219,127.5,120.07499694824219,126.42500305175781,98.31155395507812,223902
2010-05-24,125.0,132.0,125.0,127.94999694824219,99.4974365234375,112256
2010-05-25,124.05000305175781,127.75,120.5,121.05000305175781,94.13180541992188,123434
2010-05-26,122.0250015258789,127.7249984741211,122.0250015258789,125.44999694824219,97.55335235595703,159674
2010-05-27,124.05000305175781,126.4749984741211,122.55000305175781,123.67500305175781,96.1730728149414,86618
2010-05-28,127.19999694824219,130.0,125.17500305175781,126.0250015258789,98.00050354003906,117888
2010-05-31,127.125,138.6999969482422,124.25,132.77499389648438,103.2494888305664,464122
2010-06-01,134.97500610351562,136.5,128.10000610351562,128.8000030517578,100.15840911865234,182898
2010-06-02,129.97500610351562,132.5,127.0250015258789,131.0500030517578,101.90807342529297,111076
2010-06-03,135.0,135.0,131.75,133.4499969482422,103.77438354492188,248002
2010-06-04,132.6750030517578,134.0,131.77499389648438,132.60000610351562,103.1134033203125,71764
2010-06-07,127.2750015258789,133.39999389648438,127.2750015258789,131.375,102.16079711914062,109178
2010-06-08,130.0,133.6750030517578,128.02499389648438,128.8249969482422,100.17784881591797,79656
2010-06-09,128.89999389648438,132.5,128.5,129.1750030517578,100.45003509521484,59748
2010-06-10,129.3000030517578,138.5,129.3000030517578,135.97500610351562,105.73790740966797,835768
2010-06-11,136.97500610351562,137.4250030517578,132.52499389648438,133.1999969482422,103.57996368408203,145874
2010-06-14,135.4499969482422,140.5,133.5,137.27499389648438,106.74879455566406,985842
2010-06-15,137.85000610351562,137.85000610351562,135.02499389648438,136.4250030517578,106.08782196044922,137182
2010-06-16,137.5,140.75,136.10000610351562,137.02499389648438,106.55440521240234,297044
2010-06-17,138.5,139.39999389648438,137.125,138.14999389648438,107.42921447753906,124564
2010-06-18,139.89999389648438,144.0,138.3000030517578,140.375,109.1594467163086,641698
2010-06-21,142.0,142.5,140.0,140.375,109.1594467163086,118880
2010-06-22,142.0,142.35000610351562,138.14999389648438,139.35000610351562,108.36239624023438,95788
2010-06-23,138.64999389648438,142.0,138.5,139.22500610351562,108.26518249511719,114530
2010-06-24,139.85000610351562,146.25,139.85000610351562,143.0500030517578,111.2396011352539,1091096
2010-06-25,144.0,147.4499969482422,143.0500030517578,143.6999969482422,111.74504852294922,663468
2010-06-28,144.5,146.1999969482422,143.3249969482422,144.0,111.97835540771484,106348
2010-06-29,144.47500610351562,145.9499969482422,141.3249969482422,141.77499389648438,110.24812316894531,139680
2010-06-30,139.1999969482422,142.1999969482422,139.0,139.6999969482422,108.63455963134766,131380
2010-07-01,139.47500610351562,140.0,137.75,138.9250030517578,108.03187561035156,73012
2010-07-02,140.5,143.5,139.10000610351562,141.5749969482422,110.09258270263672,214190
2010-07-05,140.8000030517578,144.39999389648438,140.8000030517578,142.6999969482422,110.9674301147461,102346
2010-07-06,143.6999969482422,145.9499969482422,141.5500030517578,143.75,111.783935546875,145398
2010-07-07,143.9499969482422,146.0,140.75,142.0500030517578,110.46198272705078,197924
2010-07-08,144.0,145.5,142.3249969482422,143.5,111.58952331542969,222626
